,Company Name,Ticker
2284,Brinker International Inc. Common Stock,EAT
2285,Eventbrite Inc. Class A Common Stock,EB
2286,European Biotech Acquisition Corp. Class A Ordinary Shares,EBAC
2287,European Biotech Acquisition Corp. Units,EBACU
2288,European Biotech Acquisition Corp. Warrant,EBACW
2289,eBay Inc. Common Stock,EBAY
2290,Eastern Bankshares Inc. Common Stock,EBC
2291,Esports Technologies Inc. Common Stock,EBET
2292,Ennis Inc. Common Stock,EBF
2293,Ebix Inc. Common Stock,EBIX
2294,Eagle Bancorp Montana Inc. Common Stock,EBMT
2295,Ebang International Holdings Inc. Class A Ordinary Shares,EBON
2296,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share),EBR
2297,Emergent Biosolutions Inc. Common Stock,EBS
2298,Meridian Bancorp Inc. Common Stock,EBSB
2299,Enterprise Bancorp Inc Common Stock,EBTC
2300,Ecopetrol S.A. American Depositary Shares,EC
2301,BlackRock ESG Capital Allocation Trust Common Shares of Beneficial Interest,ECAT
2302,Eagle Point Credit Company Inc. Common Stock,ECC           
2303,Eagle Point Credit Company Inc. 7.75% Series B Term Preferred Stock due 2026,ECCB
2304,Eagle Point Credit Company Inc. 6.50% Series C Term Preferred Stock due 2031,ECCC
2305,Eagle Point Credit Company Inc. 6.75% Notes due 2031,ECCW
2306,Eagle Point Credit Company Inc. 6.6875% Notes due 2028,ECCX
2307,Eagle Point Credit Company Inc. 6.75% Notes due 2027,ECCY
2308,Ellsworth Growth and Income Fund Ltd.,ECF
2309,Ellsworth Growth and Income Fund Ltd. 5.25% Series A Cumulative Preferred Shares (Liquidation Preference $25.00 per share),ECF^A
2310,Echo Global Logistics Inc. Common Stock,ECHO
2311,Ecolab Inc. Common Stock,ECL
2312,US Ecology Inc Common Stock,ECOL
2313,ChannelAdvisor Corporation Common Stock,ECOM          
2314,electroCore Inc. Common Stock,ECOR
2315,Encore Capital Group Inc Common Stock,ECPG
2316,Ecovyst Inc. Common Stock,ECVT
2317,Consolidated Edison Inc. Common Stock,ED
2318,EDAP TMS S.A. American Depositary Shares,EDAP
2319,Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Common Stock,EDD
2320,Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,EDF
2321,Stone Harbor Emerging Markets Total Income Fund Common Shares of Beneficial Interests,EDI
2322,Editas Medicine Inc. Common Stock,EDIT
2323,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,EDN
2324,Endurance Acquisition Corp. Unit,EDNCU
2325,Endeavor Group Holdings Inc. Class A Common Stock,EDR
2326,EuroDry Ltd. Common Shares ,EDRY
2327,Edesa Biotech Inc. Common Shares,EDSA
2328,Skillful Craftsman Education Technology Limited Ordinary Share,EDTK
2329,EdtechX Holdings Acquisition Corp. II Class A common stock,EDTX
2330,EdtechX Holdings Acquisition Corp. II Unit,EDTXU
2331,EdtechX Holdings Acquisition Corp. II Warrant,EDTXW
2332,New Oriental Education & Technology Group Inc. Sponsored ADR representing 1 Ordinary Share (Cayman Islands),EDU
2333,Educational Development Corporation Common Stock,EDUC
2334,The European Equity Fund Inc. Common Stock,EEA
2335,Euronet Worldwide Inc. Common Stock,EEFT
2336,Elite Education Group International Ltd. Common Stock,EEIQ
2337,Emerald Holding Inc. Common Stock,EEX
2338,Ellington Financial Inc. Common Stock ,EFC
2339,Ellington Financial Inc. 6.750% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,EFC^A
2340,Eaton Vance Floating-Rate 2022 Target Term Trust Common Shares of Beneficial Interest,EFL
2341,Energy Focus Inc. Common Stock,EFOI
2342,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,EFR
2343,Enterprise Financial Services Corporation Common Stock,EFSC
2344,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,EFT
2345,eFFECTOR Therapeutics Inc. Common Stock,EFTR
2346,eFFECTOR Therapeutics Inc. Warrant,EFTRW
2347,Equifax Inc. Common Stock,EFX
2348,eGain Corporation Common Stock,EGAN
2349,Eagle Bancorp Inc. Common Stock,EGBN
2350,Blackrock Enhanced Government Fund Inc. Common Stock,EGF
2351,EG Acquisition Corp. Class A Common Stock,EGGF
2352,8x8 Inc Common Stock,EGHT
2353,Eagle Bulk Shipping Inc. Common Stock,EGLE
2354,Enthusiast Gaming Holdings Inc. Common Stock,EGLX
2355,Eldorado Gold Corporation Ordinary Shares,EGO
2356,EastGroup Properties Inc. Common Stock,EGP
2357,Eagle Pharmaceuticals Inc. Common Stock,EGRX
2358,VAALCO Energy Inc.  Common Stock,EGY
2359,EHang Holdings Limited ADS,EH
2360,Encompass Health Corporation Common Stock,EHC
2361,Western Asset Global High Income Fund Inc Common Stock,EHI
2362,eHealth Inc. Common Stock,EHTH
2363,Eagle Point Income Company Inc. Common Stock,EIC
2364,Employers Holdings Inc Common Stock,EIG
2365,Eiger BioPharmaceuticals Inc. Common Stock,EIGR
2366,Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,EIM
2367,Edison International Common Stock,EIX
2368,EJF Acquisition Corp. Class A Ordinary Share,EJFA
2369,EJF Acquisition Corp. Unit,EJFAU
2370,EJF Acquisition Corp. Warrant,EJFAW
2371,E-Home Household Service Holdings Limited Ordinary Shares,EJH
2372,Ekso Bionics Holdings Inc. Common Stock,EKSO
2373,Estee Lauder Companies Inc. (The) Common Stock,EL
2374,Envela Corporation Common Stock,ELA
2375,Elanco Animal Health Incorporated Common Stock,ELAN
2376,Elanco Animal Health Incorporated 5.00% Tangible Equity Units,ELAT
2377,Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066,ELC
2378,Eledon Pharmaceuticals Inc. Common Stock,ELDN
2379,Elevation Oncology Inc. Common stock,ELEV
2380,e.l.f. Beauty Inc. Common Stock,ELF
2381,Ellomay Capital Ltd Ordinary Shares (Israel),ELLO
2382,Electromed Inc. Common Stock,ELMD
2383,Electric Last Mile Solutions Inc. Class A Common stock,ELMS
2384,Electric Last Mile Solutions Inc. Warrant,ELMSW
2385,Eloxx Pharmaceuticals Inc. Common Stock,ELOX
2386,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing one Unit consisting one Common Share and four non-voting Class B Preferred Shares),ELP
2387,Equity Lifestyle Properties Inc. Common Stock,ELS
2388,Electro-Sensors Inc. Common Stock,ELSE
2389,Eltek Ltd. Ordinary Shares,ELTK
2390,Elevate Credit Inc. Common Stock,ELVT
2391,Callaway Golf Company Common Stock,ELY
2392,Eliem Therapeutics Inc Common Stock,ELYM
2393,Elys Game Technology Corp. Common Stock,ELYS
2394,Smart Share Global Limited American Depositary Shares,EM
2395,eMagin Corporation Common Stock,EMAN
2396,Emclaire Financial Corp Common Stock,EMCF
2397,Western Asset Emerging Markets Debt Fund Inc Common Stock,EMD
2398,EMCOR Group Inc. Common Stock,EME
2399,Templeton Emerging Markets Fund Common Stock,EMF
2400,EMCORE Corporation Common Stock,EMKR
2401,Eastern Company (The) Common Stock,EML
2402,Eastman Chemical Company Common Stock,EMN
2403,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,EMO
2404,Entergy Mississippi LLC First Mortgage Bonds 4.90% Series Due October 1 2066,EMP
2405,Emerson Electric Company Common Stock,EMR
2406,EMX Royalty Corporation Common Shares (Canada),EMX
2407,Enbridge Inc Common Stock,ENB
2408,Enbridge Inc 6.375% Fixed-to-Floating Rate Subordinated Notes Series 2018-B due 2078,ENBA
2409,Enable Midstream Partners LP Common Units representing limited partner interests,ENBL
2410,Endo International plc Ordinary Shares,ENDP
2411,Accretion Acquisition Corp. Unit,ENERU
2412,890 5th Avenue Partners Inc. Class A Common Stock,ENFA
2413,890 5th Avenue Partners Inc. Unit,ENFAU
2414,890 5th Avenue Partners Inc. Warrant,ENFAW
2415,Enfusion Inc. Class A Common Stock,ENFN
2416,ENGlobal Corporation Common Stock,ENG
2417,Enel Americas S.A. American Depositary Shares,ENIA
2418,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),ENIC
2419,Entergy New Orleans LLC First Mortgage Bonds 5.0% Series due December 1 2052,ENJ
2420,Enjoy Technology Inc. Common Stock,ENJY
2421,Enjoy Technology Inc. Warrant,ENJYW
2422,EnLink Midstream LLC Common Units representing Limited Partner Interests,ENLC
2423,Enlivex Therapeutics Ltd. Ordinary Shares,ENLV
2424,ECP Environmental Growth Opportunities Corp. Class A Common Stock,ENNV
2425,ECP Environmental Growth Opportunities Corp. Unit,ENNVU
2426,ECP Environmental Growth Opportunities Corp. Warrants,ENNVW
2427,Entergy New Orleans LLC First Mortgage Bonds 5.50% Series due April 1 2066,ENO
2428,Enochian Biosciences Inc. Common Stock,ENOB
2429,Executive Network Partnering Corporation Class A Common Stock,ENPC
2430,Enphase Energy Inc. Common Stock,ENPH
2431,Energizer Holdings Inc. Common Stock,ENR
2432,Energizer Holdings Inc. 7.50% Series A Mandatory Convertible Preferred Stock,ENR^A
2433,EnerSys Common Stock,ENS
2434,Ensysce Biosciences Inc. Common Stock,ENSC
2435,The Ensign Group Inc. Common Stock,ENSG
2436,Enservco Corporation Common Stock,ENSV
2437,Enanta Pharmaceuticals Inc. Common Stock,ENTA
2438,Enterprise 4.0 Technology Acquisition Corp. Unit,ENTFU
2439,Entegris Inc. Common Stock,ENTG
2440,Entera Bio Ltd. Ordinary Shares,ENTX
2441,Entera Bio Ltd. Warrant,ENTXW
2442,Envestnet Inc Common Stock,ENV
2443,Enova International Inc. Common Stock,ENVA
2444,Enveric Biosciences Inc. Common Stock,ENVB
2445,Environmental Impact Acquisition Corp. Class A Common Stock,ENVI
2446,Environmental Impact Acquisition Corp. Unit,ENVIU
2447,Environmental Impact Acquisition Corp. Warrant,ENVIW
2448,Enovix Corporation Common Stock,ENVX
2449,Enovix Corporation Warrant,ENVXW
2450,Eaton Vance New York Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,ENX
2451,Enzo Biochem Inc. Common Stock ($0.01 Par Value),ENZ
2452,Elliott Opportunity II Corp. Class A Ordinary Shares,EOCW
2453,Wells Fargo Global Dividend Opportunity Fund,EOD
2454,EOG Resources Inc. Common Stock,EOG
2455,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,EOI
2456,Evolus Inc. Common Stock,EOLS
2457,Eaton Vance Enhance Equity Income Fund II Common Stock,EOS
2458,Eos Energy Enterprises Inc. Class A Common Stock,EOSE
2459,Eos Energy Enterprises Inc. Warrant,EOSEW
2460,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,EOT
2461,El Paso Corporation Preferred Stock,EP^C
2462,Enerpac Tool Group Corp. Common Stock,EPAC
2463,EPAM Systems Inc. Common Stock,EPAM
2464,Bottomline Technologies Inc. Common Stock,EPAY
2465,Edgewell Personal Care Company Common Stock,EPC
2466,Enterprise Products Partners L.P. Common Stock,EPD
2467,Epiphany Technology Acquisition Corp. Class A Common Stock,EPHY
2468,Epiphany Technology Acquisition Corp. Unit,EPHYU
2469,Epiphany Technology Acquisition Corp. Warrant,EPHYW
2470,ESSA Pharma Inc. Common Stock,EPIX
2471,Evolution Petroleum Corporation Inc. Common Stock,EPM
2472,EPR Properties Common Stock,EPR
2473,EPR Properties 5.75% Series C Cumulative Convertible Preferred Shares,EPR^C
2474,EPR Properties Series E Cumulative Conv Pfd Shs Ser E,EPR^E
2475,EPR Properties 5.750% Series G Cumulative Redeemable Preferred Shares,EPR^G
2476,Essential Properties Realty Trust Inc. Common Stock,EPRT
2477,Epsilon Energy Ltd. Common Share,EPSN
2478,Empowerment & Inclusion Capital I Corp. Class A Common Stock,EPWR
2479,Epizyme Inc. Common Stock,EPZM
2480,Equillium Inc. Common Stock,EQ
2481,Equity Bancshares Inc. Class A Common Stock,EQBK
2482,Equity Commonwealth Common Shares of Beneficial Interest,EQC
2483,Equity Commonwealth 6.50% Pfd Conv Shs Ser D,EQC^D
2484,Equity Distribution Acquisition Corp. Class A Common Stock,EQD
2485,Equitable Holdings Inc. Common Stock,EQH
2486,Equitable Holdings Inc. Depositary Shares,EQH^A
2487,Equitable Holdings Inc. Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series C,EQH^C
2488,EQ Health Acquisition Corp. Class A Common Stock,EQHA
2489,Equinix Inc. Common Stock REIT,EQIX
2490,Equinor ASA,EQNR
2491,Diginex Limited Ordinary Shares,EQOS
2492,Equity Residential Common Shares of Beneficial Interest,EQR
2493,Equus Total Return Inc. Common Stock,EQS
2494,EQT Corporation Common Stock,EQT
2495,Equinox Gold Corp. Common Shares,EQX
2496,Erasca Inc. Common Stock,ERAS
2497,Wells Fargo Multi-Sector Income Fund Common Stock no par value,ERC
2498,East Resources Acquisition Company Class A Common Stock,ERES
2499,East Resources Acquisition Company Unit,ERESU
2500,East Resources Acquisition Company Warrant,ERESW
2501,Enerplus Corporation Common Stock,ERF
2502,Wells Fargo Utilities and High Income Fund,ERH
2503,Ericsson American Depositary Shares,ERIC
2504,Erie Indemnity Company Class A Common Stock,ERIE
2505,Energy Recovery Inc. Common Stock,ERII
2506,Embraer S.A. Common Stock,ERJ
2507,Ero Copper Corp. Common Shares,ERO
2508,Erytech Pharma S.A. American Depositary Shares,ERYP
2509,Eversource Energy (D/B/A) Common Stock,ES
2510,ESGEN Acquisition Corporation Unit,ESACU
2511,Elmira Savings Bank Elmira NY Common Stock,ESBK
2512,Escalade Incorporated Common Stock,ESCA
2513,ESCO Technologies Inc. Common Stock,ESE
2514,Euroseas Ltd. Common Stock (Marshall Islands),ESEA
2515,Eros STX Global Corporation A Ordinary Shares,ESGC
2516,Enstar Group Limited Ordinary Shares,ESGR
2517,Enstar Group Limited Depository Shares 7.00% Perpetual Non-Cumulative Preference Shares Series E,ESGRO
2518,Enstar Group Limited Depositary Shares Each Representing 1/1000th of an interest in Preference Shares,ESGRP
2519,Element Solutions Inc. Common Stock,ESI
2520,Elbit Systems Ltd. Ordinary Shares,ESLT
2521,ESM Acquisition Corporation Class A Ordinary Shares,ESM
2522,EngageSmart Inc. Common Stock,ESMT
2523,Essent Group Ltd. Common Shares,ESNT
2524,Espey Mfg. & Electronics Corp. Common Stock,ESP
2525,Esperion Therapeutics Inc. Common Stock,ESPR
2526,Esquire Financial Holdings Inc. Common Stock,ESQ
2527,Empire State Realty Trust Inc. Class A Common Stock,ESRT
2528,Essex Property Trust Inc. Common Stock,ESS
2529,ESSA Bancorp Inc. Common Stock,ESSA
2530,East Stone Acquisition Corporation Ordinary Shares,ESSC
2531,East Stone Acquisition Corporation Right,ESSCR
2532,East Stone Acquisition Corporation Unit,ESSCU
2533,East Stone Acquisition Corporation Warrant,ESSCW
2534,Establishment Labs Holdings Inc. Common Shares,ESTA
2535,Elastic N.V. Ordinary Shares,ESTC
2536,Earthstone Energy Inc. Class A Common Stock,ESTE
2537,Community Bankers Trust Corporation Common Stock (VA),ESXB
2538,Energy Transfer LP Common Units ,ET
2539,Energy Transfer L.P. 7.375% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Unit,ET^C
2540,Energy Transfer L.P. 7.625% Series D Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Unit,ET^D
2541,Energy Transfer L.P. 7.600% Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Unit,ET^E
2542,E.Merge Technology Acquisition Corp. Class A Common Stock,ETAC
2543,E.Merge Technology Acquisition Corp. Unit,ETACU
2544,E.Merge Technology Acquisition Corp. Warrant,ETACW
2545,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,ETB
2546,Ethan Allen Interiors Inc. Common Stock,ETD
2547,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,ETG
2548,Entergy Texas Inc 5.375% Series A Preferred Stock Cumulative No Par Value,ETI^
2549,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,ETJ
2550,Eaton Corporation PLC Ordinary Shares,ETN
2551,89bio Inc. Common Stock,ETNB
2552,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,ETO
2553,Eton Pharmaceuticals Inc. Common Stock,ETON
2554,Entergy Corporation Common Stock,ETR
2555,Equitrans Midstream Corporation Common Stock ,ETRN
2556,Etsy Inc. Common Stock,ETSY
2557,Entasis Therapeutics Holdings Inc. Common Stock,ETTX
2558,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,ETV
2559,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,ETW
2560,E2open Parent Holdings Inc.Class A Common Stock,ETWO
2561,Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial Interest,ETX           
2562,Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,ETY
2563,Eucrates Biomedical Acquisition Corp. Ordinary Shares,EUCR
2564,Eucrates Biomedical Acquisition Corp. Unit,EUCRU
2565,Euronav NV Ordinary Shares,EURN
2566,European Sustainable Growth Acquisition Corp. Class A Ordinary Shares,EUSG
2567,European Sustainable Growth Acquisition Corp. Unit,EUSGU
2568,European Sustainable Growth Acquisition Corp. Warrant,EUSGW
2569,Enviva Partners LP Common units representing limited partner interests,EVA
2570,Evaxion Biotech A/S American Depositary Share,EVAX
2571,Everbridge Inc. Common Stock,EVBG
2572,Evans Bancorp Inc. Common Stock,EVBN
2573,Entravision Communications Corporation Common Stock,EVC
2574,EverCommerce Inc. Common Stock,EVCM
2575,EverQuote Inc. Class A Common Stock,EVER
2576,Eaton Vance Senior Income Trust Common Stock,EVF
2577,Evofem Biosciences Inc. Common Stock,EVFM
2578,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,EVG
2579,Evogene Ltd Ordinary Shares,EVGN
2580,EVgo Inc. Class A Common Stock,EVGO
2581,EVgo Inc. Warrants,EVGOW
2582,Evolent Health Inc Class A Common Stock,EVH
2583,EVI Industries Inc.  Common Stock,EVI
2584,Ever-Glory International Group Inc. Common Stock,EVK
2585,Evelo Biosciences Inc. Common Stock,EVLO
2586,Evolv Technologies Holdings Inc. Class A Common Stock,EVLV
2587,Evolv Technologies Holdings Inc. Warrant,EVLVW
2588,Eaton Vance California Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,EVM
2589,Eaton Vance Municipal Income Trust Common Stock,EVN
2590,Evo Acquisition Corp. Class A Common Stock,EVOJ
2591,Evo Acquisition Corp. Unit,EVOJU
2592,Evo Acquisition Corp. Warrant,EVOJW
2593,Evoke Pharma Inc. Common Stock,EVOK
2594,Evolving Systems Inc. Common Stock,EVOL
2595,EVO Payments Inc. Class A Common Stock,EVOP
2596,Evercore Inc. Class A Common Stock,EVR
2597,Evergy Inc. Common Stock,EVRG
2598,Everi Holdings Inc. Common Stock,EVRI
2599,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,EVT
2600,Evertec Inc. Common Stock,EVTC
2601,Eaton Vance Limited Duration Income Fund Common Shares of Beneficial Interest,EVV
2602,Edwards Lifesciences Corporation Common Stock,EW
2603,East West Bancorp Inc. Common Stock,EWBC
2604,European Wax Center Inc. Class A Common Stock,EWCZ
2605,Edgewise Therapeutics Inc. Common Stock,EWTX
2606,Exscientia Plc American Depositary Shares,EXAI
2607,Exact Sciences Corporation Common Stock,EXAS
2608,Exelon Corporation Common Stock,EXC
2609,Eaton Vance Tax-Managed Buy-Write Strategy Fund Common Shares of Beneficial Interest,EXD
